City,Category,Product,Quantity_Sold,Unit_Price,Total_Revenue,Sale_Date
Pune,Accessories,Headphones,28.0,1287,36036,2025-04-25
Ahmedabad,Accessories,Keyboard,25.0,1332,33300,2025-10-20
Hyderabad,Fashion,Shoes,38.0,2273,86374,2025-01-03
Mysuru,Fashion,T-Shirt,32.0,3164,53511,2025-09-14
Hyderabad,Fashion,Jeans,21.0,7823,164283,2025-10-27
Lucknow,Fashion,Shoes,39.0,6070,194431,2025-03-01
Mysuru,Fashion,Jeans,5.0,7730,22664,2025-05-06
Hyderabad,Home Appliances,Mixer,36.0,1536,55296,2025-04-24
Chennai,Home Appliances,Fan,1.0,7877,7877,2025-04-27
Mumbai,Accessories,Mouse,18.0,1128,20304,2025-10-27
Surat,Home Appliances,Fan,21.0,3995,83895,2025-03-28
Ahmedabad,Accessories,Speaker,12.0,2597,31164,2025-06-22
Bhopal,Fashion,T-Shirt,26.0,1599,41574,2025-04-24
Kochi,Home Appliances,Fan,36.0,2847,68709,2025-04-05
Patna,Home Appliances,Air Cooler,8.0,4388,35104,2025-11-12
Lucknow,Accessories,Headphones,13.0,4998,64974,2025-11-17
Delhi,Accessories,Keyboard,9.0,190,1710,2025-12-20
Kochi,Fashion,Watch,14.0,3052,42728,2025-05-22
Hyderabad,Electronics,Monitor,20.0,3567,71340,2025-11-17
Hyderabad,Home Appliances,Fan,6.0,7695,6684,2025-02-14
Lucknow,Home Appliances,Fan,7.0,5304,37128,2025-02-12
Surat,Home Appliances,Air Cooler,36.0,6385,114945,2025-03-19
Bhopal,Fashion,T-Shirt,21.0,2734,57414,2025-09-24
Kolkata,Home Appliances,Fan,29.0,2688,66496,2025-11-07
Surat,Accessories,Mouse,29.0,6069,176001,2025-10-02
Kochi,Home Appliances,Fan,31.0,1054,32674,2025-04-26
Kolkata,Fashion,Jeans,34.0,4757,161738,2025-09-28
Ahmedabad,Accessories,Headphones,3.0,4483,13449,2025-05-06
Kolkata,Electronics,Laptop,39.0,1898,74022,2025-05-27
Hyderabad,Accessories,Mouse,32.0,5137,50342,2025-07-23
Bhopal,Accessories,Keyboard,37.0,5638,85213,2025-02-17
Jaipur,Fashion,Jeans,12.0,382,4584,2025-02-28
Lucknow,Home Appliances,Air Cooler,7.0,1586,11102,2025-01-14
Mysuru,Fashion,Jeans,13.0,3769,48997,2025-06-24
Kochi,Accessories,Headphones,32.0,3710,49385,2025-01-15
Mysuru,Accessories,Headphones,27.0,4128,17577,2025-01-20
Bengaluru,Home Appliances,Fan,20.0,874,17480,2025-11-28
Bengaluru,Fashion,Jeans,25.0,6704,167600,2025-07-23
Bengaluru,Electronics,Smartphone,40.0,2137,85480,2025-02-20
Surat,Electronics,Laptop,37.0,1520,38060,2025-01-28
Chennai,Electronics,Camera,20.0,4104,59307,2025-05-21
Mysuru,Electronics,Smartphone,9.0,5173,46557,2025-11-10
Chennai,Electronics,Monitor,17.0,5740,60555,2025-10-25
Pune,Fashion,T-Shirt,30.0,994,29820,2025-06-14
Jaipur,Fashion,Jeans,34.0,5031,115194,2025-08-02
Patna,Electronics,Tablet,33.0,5315,175395,2025-12-26
Ahmedabad,Fashion,Shoes,13.0,2274,29562,2025-10-19
Pune,Fashion,T-Shirt,36.0,1994,20972,2025-12-15
Kolkata,Home Appliances,Fan,34.0,2921,42728,2025-01-01
Mysuru,Fashion,Shoes,33.0,7367,117086,2025-08-28
Kolkata,Electronics,Camera,3.0,6993,20979,2025-10-17
Bengaluru,Accessories,Mouse,31.0,7890,7779,2025-05-02
Lucknow,Electronics,Tablet,40.0,4615,94243,2025-03-28
Jaipur,Electronics,Tablet,32.0,462,14784,2025-09-16
Chennai,Accessories,Keyboard,11.0,1189,13079,2025-09-09
Bhopal,Fashion,Jeans,20.0,4485,89700,2025-06-28
Mysuru,Electronics,Laptop,38.0,2423,92074,2025-09-24
Patna,Electronics,Camera,3.0,1895,5685,2025-01-28
Hyderabad,Accessories,Headphones,33.0,1632,48824,2025-10-17
Patna,Electronics,Smartphone,18.0,1283,23094,2025-12-15
Kochi,Electronics,Smartphone,7.0,1230,3054,2025-03-20
Bhopal,Accessories,Keyboard,40.0,883,35320,2025-02-18
Kochi,Electronics,Monitor,22.0,1136,24992,2025-07-17
Bengaluru,Fashion,T-Shirt,30.0,2048,61440,2025-02-18
Kochi,Electronics,Smartphone,2.0,5778,11556,2025-02-09
Kochi,Home Appliances,Fan,39.0,5166,33649,2025-07-01
Lucknow,Fashion,T-Shirt,15.0,1512,22680,2025-09-25
Jaipur,Fashion,T-Shirt,28.0,775,8365,2025-02-22
Mysuru,Fashion,Shoes,16.0,854,13664,2025-03-19
Lucknow,Electronics,Laptop,18.0,2752,49536,2025-05-18
Kolkata,Home Appliances,Air Cooler,11.0,5251,28140,2025-10-15
Delhi,Home Appliances,Mixer,16.0,4479,71664,2025-08-09
Kochi,Home Appliances,Mixer,23.0,3745,86135,2025-10-06
Bengaluru,Fashion,Shoes,9.0,7772,69948,2025-04-16
Pune,Fashion,T-Shirt,14.0,3892,54488,2025-09-25
Chennai,Home Appliances,Fan,9.0,5780,27823,2025-10-23
Delhi,Fashion,T-Shirt,12.0,1482,17784,2025-11-16
Hyderabad,Home Appliances,Fan,25.0,6905,62924,2025-11-28
Mumbai,Accessories,Headphones,36.0,683,24588,2025-05-24
Lucknow,Fashion,Jeans,2.0,6056,12112,2025-08-14
Ahmedabad,Accessories,Mouse,40.0,7620,39177,2025-03-01
Kochi,Electronics,Camera,1.0,212,212,2025-02-07
Hyderabad,Home Appliances,Mixer,15.0,1112,16680,2025-07-23
Kolkata,Accessories,Keyboard,34.0,6197,201896,2025-04-10
Bengaluru,Fashion,T-Shirt,25.0,1671,9539,2025-09-23
Hyderabad,Electronics,Laptop,28.0,3129,13885,2025-03-24
Jaipur,Home Appliances,Fan,12.0,3589,43068,2025-05-11
Jaipur,Electronics,Smartphone,26.0,4500,82078,2025-05-27
Kochi,Fashion,T-Shirt,24.0,7799,66246,2025-10-28
Patna,Accessories,Headphones,28.0,3946,110488,2025-08-13
Mumbai,Electronics,Smartphone,33.0,2809,57916,2025-05-23
Chennai,Accessories,Headphones,19.0,3275,62225,2025-03-27
Ahmedabad,Accessories,Keyboard,37.0,1811,67007,2025-05-27
Delhi,Fashion,Watch,9.0,4016,36144,2025-05-18
Bengaluru,Electronics,Camera,1.0,475,475,2025-02-15
Jaipur,Accessories,Speaker,25.0,5518,39683,2025-09-15
Chennai,Electronics,Monitor,7.0,3850,22908,2025-05-13
Kochi,Electronics,Tablet,20.0,1143,22860,2025-07-08
Bengaluru,Fashion,Watch,25.0,1156,28900,2025-07-27
Kochi,Electronics,Camera,16.0,1766,28256,2025-04-28
Kolkata,Electronics,Monitor,3.0,4899,14697,2025-03-17
Lucknow,Home Appliances,Fan,26.0,2974,66335,2025-02-12
Delhi,Accessories,Mouse,25.0,1506,37650,2025-07-20
Mumbai,Home Appliances,Air Cooler,5.0,3727,18635,2025-11-20
Ahmedabad,Electronics,Monitor,33.0,2514,82962,2025-03-18
Mysuru,Home Appliances,Fan,34.0,7498,27357,2025-10-17
Chennai,Home Appliances,Air Cooler,33.0,6714,142349,2025-05-09
Bengaluru,Fashion,T-Shirt,11.0,3332,17123,2025-10-28
Kolkata,Electronics,Monitor,39.0,5563,56833,2025-05-13
Pune,Fashion,Jeans,24.0,7530,158621,2025-05-17
Lucknow,Accessories,Speaker,27.0,804,21708,2025-03-26
Mumbai,Electronics,Tablet,21.0,1604,33684,2025-08-20
Jaipur,Fashion,Jeans,9.0,7811,70299,2025-07-01
Bhopal,Electronics,Monitor,34.0,2825,96050,2025-12-13
Kolkata,Home Appliances,Air Cooler,33.0,7162,107628,2025-06-02
Lucknow,Home Appliances,Mixer,31.0,5722,88129,2025-09-07
Bengaluru,Home Appliances,Fan,18.0,4884,8596,2025-04-07
Kochi,Home Appliances,Mixer,8.0,6120,48960,2025-01-23
Delhi,Electronics,Tablet,33.0,3789,117398,2025-03-19
Mysuru,Electronics,Monitor,18.0,1787,32166,2025-08-04
Patna,Electronics,Camera,13.0,7912,102856,2025-09-18
Kolkata,Fashion,T-Shirt,28.0,7791,49522,2025-08-24
Bengaluru,Home Appliances,Mixer,10.0,6475,2859,2025-10-10
Mumbai,Electronics,Smartphone,16.0,6261,19494,2025-11-27
Delhi,Fashion,T-Shirt,14.0,4774,13180,2025-08-07
Surat,Fashion,T-Shirt,26.0,2642,68692,2025-07-16
Hyderabad,Fashion,Shoes,36.0,3457,124286,2025-05-19
Kolkata,Fashion,Watch,2.0,4204,8408,2025-08-22
Surat,Fashion,Jeans,2.0,5047,10094,2025-08-28
Ahmedabad,Electronics,Camera,10.0,383,3830,2025-07-21
Lucknow,Electronics,Smartphone,19.0,193,3667,2025-12-13
Mumbai,Accessories,Headphones,24.0,1726,41424,2025-12-18
Bhopal,Fashion,Watch,10.0,3509,35090,2025-10-25
Lucknow,Accessories,Mouse,30.0,160,4800,2025-03-26
Bengaluru,Fashion,T-Shirt,14.0,1362,19068,2025-05-27
Kochi,Home Appliances,Mixer,2.0,4158,8316,2025-10-09
Hyderabad,Accessories,Speaker,38.0,6296,156531,2025-11-06
Patna,Electronics,Monitor,34.0,3609,121434,2025-11-21
Kochi,Accessories,Keyboard,16.0,3033,48528,2025-08-25
Bengaluru,Electronics,Smartphone,16.0,5072,81152,2025-08-24
Chennai,Electronics,Monitor,19.0,4442,84398,2025-05-25
Kolkata,Fashion,T-Shirt,20.0,3466,69320,2025-08-11
Mysuru,Accessories,Headphones,1.0,1101,1101,2025-05-23
Hyderabad,Home Appliances,Mixer,34.0,5337,44893,2025-05-22
Delhi,Fashion,Shoes,11.0,7720,84920,2025-10-09
Surat,Electronics,Monitor,20.0,1730,21796,2025-09-28
Kolkata,Electronics,Camera,18.0,7203,129654,2025-01-10
Pune,Electronics,Tablet,39.0,3928,153192,2025-11-17
Surat,Electronics,Smartphone,24.0,6245,32943,2025-08-12
Lucknow,Home Appliances,Air Cooler,38.0,3207,121866,2025-11-09
Hyderabad,Fashion,Watch,24.0,4660,76562,2025-03-14
Bhopal,Electronics,Monitor,29.0,6873,14159,2025-02-09
Bhopal,Home Appliances,Fan,1.0,4293,4293,2025-10-21
Kochi,Electronics,Tablet,5.0,7759,9276,2025-08-03
Surat,Accessories,Keyboard,25.0,5329,133225,2025-04-19
Delhi,Accessories,Mouse,5.0,5356,26780,2025-10-03
Delhi,Home Appliances,Fan,39.0,2709,105651,2025-06-18
Mysuru,Home Appliances,Fan,9.0,5674,51066,2025-12-18
Delhi,Electronics,Laptop,12.0,5064,60768,2025-12-21
Delhi,Electronics,Smartphone,4.0,511,2044,2025-12-14
Surat,Fashion,T-Shirt,11.0,2411,26521,2025-08-10
Ahmedabad,Electronics,Camera,25.0,4276,106900,2025-12-02
Ahmedabad,Electronics,Camera,4.0,6433,25732,2025-04-27
Kolkata,Fashion,Jeans,24.0,1997,47928,2025-08-17
Jaipur,Fashion,T-Shirt,30.0,741,22230,2025-06-13
Chennai,Fashion,Shoes,40.0,2228,89120,2025-01-07
Mumbai,Home Appliances,Air Cooler,18.0,3687,66366,2025-11-15
Kolkata,Home Appliances,Mixer,36.0,7159,236052,2025-08-10
Kochi,Home Appliances,Air Cooler,18.0,6001,108018,2025-12-13
Lucknow,Electronics,Laptop,35.0,2210,77350,2025-03-06
Surat,Accessories,Keyboard,1.0,3673,3673,2025-06-08
Surat,Electronics,Camera,26.0,7494,124684,2025-09-21
Chennai,Accessories,Speaker,10.0,7363,4293,2025-08-12
Kolkata,Electronics,Camera,8.0,243,1944,2025-06-02
Bengaluru,Home Appliances,Mixer,26.0,3986,77455,2025-05-06
Delhi,Accessories,Keyboard,33.0,3523,15071,2025-10-04
Mysuru,Accessories,Headphones,38.0,365,13870,2025-10-10
Chennai,Electronics,Smartphone,36.0,752,27072,2025-12-10
Jaipur,Electronics,Smartphone,27.0,7385,72010,2025-06-28
Chennai,Fashion,Shoes,39.0,7818,76105,2025-07-24
Bengaluru,Accessories,Keyboard,27.0,7621,152989,2025-02-18
Pune,Accessories,Speaker,24.0,2759,66216,2025-01-22
Hyderabad,Fashion,Watch,3.0,5748,17244,2025-08-21
Chennai,Electronics,Camera,29.0,5170,149930,2025-09-13
Mysuru,Electronics,Monitor,30.0,2369,71070,2025-07-07
Mysuru,Fashion,Jeans,9.0,5132,46188,2025-04-07
Patna,Electronics,Laptop,25.0,3303,77240,2025-10-26
Jaipur,Accessories,Speaker,21.0,5926,40619,2025-09-10
Kolkata,Fashion,T-Shirt,18.0,938,16884,2025-11-14
Mysuru,Fashion,Jeans,10.0,3935,39350,2025-08-25
Mumbai,Fashion,Watch,33.0,3161,86794,2025-10-15
Mysuru,Accessories,Mouse,20.0,5198,103960,2025-04-22
Kolkata,Home Appliances,Fan,5.0,1585,7925,2025-03-11
Hyderabad,Accessories,Mouse,31.0,3082,50974,2025-09-22
Hyderabad,Accessories,Mouse,19.0,1624,30856,2025-06-28
Lucknow,Accessories,Mouse,5.0,6479,32395,2025-02-17
Bhopal,Home Appliances,Fan,31.0,4062,125922,2025-11-25
Jaipur,Home Appliances,Air Cooler,14.0,7844,96525,2025-04-18
Delhi,Fashion,Shoes,34.0,3498,118932,2025-01-12
Pune,Accessories,Mouse,29.0,2807,81403,2025-08-04
Chennai,Accessories,Keyboard,10.0,2983,29830,2025-03-26
Hyderabad,Fashion,Shoes,35.0,2284,79940,2025-01-21
Delhi,Electronics,Camera,3.0,3552,10656,2025-10-20
Delhi,Home Appliances,Air Cooler,18.0,3163,56934,2025-02-12
Hyderabad,Electronics,Camera,33.0,7206,72757,2025-03-04
Ahmedabad,Electronics,Laptop,19.0,3451,65569,2025-02-07
Jaipur,Accessories,Keyboard,39.0,4126,32180,2025-05-09
Mumbai,Fashion,Watch,13.0,2095,27235,2025-10-08
Kolkata,Fashion,Watch,39.0,4442,70600,2025-03-23
Chennai,Fashion,T-Shirt,39.0,3197,6817,2025-10-04
Jaipur,Fashion,Jeans,18.0,792,14256,2025-07-21
Patna,Home Appliances,Mixer,3.0,7792,23376,2025-12-07
Bhopal,Fashion,Shoes,10.0,4554,45540,2025-12-06
Ahmedabad,Accessories,Headphones,19.0,6418,19978,2025-12-15
Kochi,Accessories,Keyboard,12.0,2231,26772,2025-01-27
Chennai,Fashion,T-Shirt,12.0,4785,48587,2025-06-27
Mumbai,Fashion,Shoes,8.0,7136,57088,2025-08-15
Pune,Home Appliances,Mixer,19.0,2510,47690,2025-10-16
Hyderabad,Home Appliances,Fan,40.0,7502,32174,2025-05-26
Jaipur,Fashion,Jeans,4.0,7711,30844,2025-06-25
Mumbai,Electronics,Camera,33.0,7625,141875,2025-04-03
Mysuru,Fashion,Shoes,1.0,4042,4042,2025-11-08
Pune,Accessories,Speaker,15.0,5358,80370,2025-08-15
Kochi,Home Appliances,Mixer,29.0,2632,76328,2025-03-26
Ahmedabad,Fashion,Watch,36.0,170,6120,2025-11-21
Pune,Electronics,Monitor,18.0,141,2538,2025-11-14
Pune,Home Appliances,Air Cooler,37.0,5682,210234,2025-07-20
Surat,Fashion,Jeans,30.0,1626,48780,2025-04-26
Chennai,Home Appliances,Air Cooler,26.0,2264,50378,2025-08-02
Patna,Electronics,Tablet,6.0,7988,47928,2025-12-05
Chennai,Fashion,T-Shirt,25.0,7608,190200,2025-04-22
Patna,Fashion,Jeans,40.0,325,13000,2025-10-27
Bengaluru,Fashion,Shoes,37.0,2859,105783,2025-04-05
Pune,Fashion,T-Shirt,8.0,6909,55272,2025-08-26
Lucknow,Accessories,Mouse,21.0,1030,21630,2025-12-19
Ahmedabad,Home Appliances,Air Cooler,4.0,1587,6348,2025-11-18
Kochi,Home Appliances,Air Cooler,29.0,3452,100108,2025-06-08
Kolkata,Fashion,Shoes,37.0,3049,112813,2025-08-17
Chennai,Electronics,Smartphone,36.0,1582,56952,2025-04-20
Pune,Home Appliances,Mixer,21.0,7503,133583,2025-09-02
Patna,Electronics,Smartphone,3.0,2618,7854,2025-03-09
Surat,Home Appliances,Fan,22.0,5921,130262,2025-05-03
Bhopal,Home Appliances,Air Cooler,3.0,6782,20346,2025-02-24
Bhopal,Home Appliances,Air Cooler,9.0,5740,48423,2025-08-15
Pune,Accessories,Speaker,27.0,525,7915,2025-03-16
Delhi,Fashion,Shoes,39.0,7935,8261,2025-03-14
Lucknow,Accessories,Speaker,6.0,5100,30600,2025-04-24
Chennai,Accessories,Mouse,12.0,3540,42480,2025-06-04
Patna,Fashion,T-Shirt,14.0,7155,74307,2025-09-23
Bengaluru,Electronics,Tablet,25.0,156,3900,2025-12-20
Mumbai,Electronics,Tablet,40.0,5661,29455,2025-11-16
Mysuru,Fashion,Watch,38.0,7413,29620,2025-07-17
Lucknow,Fashion,Watch,22.0,5611,123442,2025-05-01
Hyderabad,Fashion,Watch,7.0,7038,49266,2025-01-16
Chennai,Fashion,T-Shirt,30.0,1477,35688,2025-08-24
Hyderabad,Fashion,Watch,39.0,6803,205523,2025-10-08
Lucknow,Fashion,Shoes,3.0,3709,11127,2025-08-22
Mysuru,Accessories,Keyboard,35.0,7453,61076,2025-07-03
Kochi,Fashion,T-Shirt,10.0,4120,41200,2025-01-10
Mumbai,Home Appliances,Air Cooler,22.0,5518,121396,2025-03-27
Bengaluru,Electronics,Tablet,26.0,1872,48672,2025-09-20
Bhopal,Accessories,Speaker,39.0,4727,122230,2025-10-27
Kochi,Home Appliances,Fan,35.0,7866,100478,2025-02-14
Hyderabad,Accessories,Speaker,37.0,3646,134902,2025-05-14
Chennai,Home Appliances,Fan,33.0,3363,110979,2025-04-15
Mysuru,Accessories,Headphones,15.0,5453,30035,2025-04-09
Mumbai,Electronics,Smartphone,30.0,2780,83400,2025-01-21
Kolkata,Accessories,Headphones,39.0,3570,51871,2025-05-23
Jaipur,Accessories,Speaker,4.0,197,788,2025-08-08
Mysuru,Home Appliances,Mixer,27.0,6222,167994,2025-01-13
Kochi,Electronics,Camera,39.0,1424,25661,2025-05-25
Delhi,Fashion,Shoes,39.0,3084,107200,2025-06-10
Bhopal,Home Appliances,Fan,31.0,1388,43028,2025-12-27
Delhi,Fashion,Jeans,38.0,4449,169062,2025-07-14
Kolkata,Fashion,Watch,38.0,3270,124260,2025-12-20
Surat,Accessories,Mouse,33.0,6865,117793,2025-09-13
Bengaluru,Accessories,Headphones,39.0,6265,243811,2025-03-04
Pune,Accessories,Speaker,27.0,3607,97389,2025-09-22
Lucknow,Home Appliances,Mixer,37.0,3963,146631,2025-06-03
Jaipur,Home Appliances,Fan,35.0,4689,64633,2025-01-01
Hyderabad,Electronics,Tablet,27.0,7939,25190,2025-10-24
Bengaluru,Home Appliances,Fan,40.0,7904,249955,2025-09-19
Delhi,Home Appliances,Air Cooler,18.0,6221,7128,2025-01-13
Lucknow,Home Appliances,Fan,15.0,5735,53221,2025-11-25
Chennai,Fashion,Shoes,23.0,3215,11386,2025-08-06
Pune,Fashion,Watch,38.0,4124,156712,2025-05-24
Hyderabad,Electronics,Camera,2.0,3131,6262,2025-09-25
Mumbai,Fashion,Jeans,5.0,4171,20855,2025-05-28
Hyderabad,Fashion,T-Shirt,4.0,4937,19748,2025-01-20
Lucknow,Home Appliances,Air Cooler,8.0,6969,55752,2025-11-22
Lucknow,Electronics,Camera,19.0,1267,24073,2025-09-25
Delhi,Accessories,Headphones,17.0,2897,49249,2025-04-02
Kochi,Fashion,Jeans,6.0,5737,34422,2025-03-25
Pune,Electronics,Camera,26.0,2610,67860,2025-10-17
Kochi,Fashion,Shoes,29.0,7891,131174,2025-01-28
Ahmedabad,Electronics,Tablet,19.0,6695,127205,2025-09-21
Pune,Home Appliances,Air Cooler,20.0,3843,76860,2025-10-26
Ahmedabad,Electronics,Tablet,23.0,6466,67036,2025-05-08
Surat,Home Appliances,Air Cooler,20.0,7305,137433,2025-08-01
Pune,Fashion,Watch,33.0,3649,120417,2025-06-24
Jaipur,Home Appliances,Air Cooler,16.0,6395,63586,2025-04-22
Lucknow,Electronics,Laptop,24.0,1158,27792,2025-04-18
Chennai,Accessories,Speaker,30.0,2739,82170,2025-12-23
Lucknow,Fashion,Watch,1.0,6290,6290,2025-11-10
Pune,Electronics,Tablet,20.0,1828,36560,2025-07-05
Kolkata,Home Appliances,Air Cooler,38.0,4562,173356,2025-03-22
Mumbai,Fashion,Watch,17.0,195,3315,2025-08-14
Hyderabad,Fashion,Shoes,19.0,1240,23560,2025-09-20
Hyderabad,Electronics,Camera,37.0,5872,217264,2025-07-03
Patna,Fashion,Jeans,2.0,3875,7750,2025-02-25
Delhi,Accessories,Speaker,31.0,5001,23567,2025-09-01
Pune,Accessories,Speaker,31.0,2004,42111,2025-07-06
Jaipur,Fashion,T-Shirt,31.0,6859,34489,2025-03-27
Surat,Fashion,Jeans,22.0,6570,21664,2025-04-01
Ahmedabad,Fashion,Jeans,13.0,1460,18906,2025-10-07
Surat,Fashion,Jeans,9.0,2028,18252,2025-03-05
Patna,Electronics,Tablet,36.0,5304,38167,2025-03-16
Bengaluru,Accessories,Speaker,10.0,1136,11360,2025-04-13
Pune,Fashion,Watch,37.0,714,26418,2025-02-09
Mumbai,Electronics,Monitor,29.0,1803,52287,2025-06-27
Mumbai,Home Appliances,Air Cooler,25.0,2775,39882,2025-07-26
Surat,Accessories,Mouse,39.0,4129,21873,2025-05-19
Lucknow,Accessories,Mouse,5.0,2951,14755,2025-10-07
Bhopal,Fashion,T-Shirt,25.0,6395,6176,2025-12-28
Delhi,Home Appliances,Mixer,3.0,3723,11169,2025-03-11
Bhopal,Electronics,Camera,9.0,7044,63396,2025-09-10
Bhopal,Fashion,T-Shirt,25.0,249,6225,2025-11-14
Mumbai,Home Appliances,Mixer,28.0,4044,113232,2025-04-19
Kolkata,Home Appliances,Mixer,39.0,7324,243465,2025-02-18
Mysuru,Accessories,Headphones,16.0,2828,20212,2025-10-09
Lucknow,Accessories,Keyboard,14.0,1085,15190,2025-12-05
Delhi,Electronics,Tablet,6.0,6032,36192,2025-07-11
Patna,Home Appliances,Air Cooler,29.0,5613,136338,2025-07-07
Kolkata,Fashion,T-Shirt,12.0,4734,17320,2025-08-27
Delhi,Electronics,Smartphone,33.0,2318,76494,2025-04-28
Jaipur,Electronics,Smartphone,3.0,5564,16692,2025-04-26
Delhi,Fashion,T-Shirt,21.0,175,3675,2025-05-24
Chennai,Electronics,Tablet,16.0,3276,52416,2025-08-02
Kochi,Fashion,Shoes,31.0,1024,31744,2025-01-06
Patna,Accessories,Keyboard,31.0,5366,166346,2025-03-07
Hyderabad,Accessories,Mouse,37.0,7877,212013,2025-03-20
Mumbai,Fashion,Watch,29.0,6494,184241,2025-03-04
Hyderabad,Fashion,Jeans,10.0,765,7650,2025-07-05
Chennai,Home Appliances,Fan,29.0,347,10063,2025-09-10
Patna,Fashion,Watch,24.0,1440,34560,2025-02-03
Delhi,Home Appliances,Fan,38.0,3016,17961,2025-07-22
Patna,Home Appliances,Fan,23.0,113,2599,2025-03-10
Bhopal,Fashion,Jeans,1.0,3637,3637,2025-05-11
Mysuru,Accessories,Headphones,32.0,6155,21419,2025-02-05
Chennai,Fashion,Shoes,29.0,5114,148306,2025-09-27
Mumbai,Accessories,Keyboard,7.0,6134,42938,2025-06-22
Pune,Home Appliances,Mixer,34.0,4057,101951,2025-06-21
Mysuru,Accessories,Headphones,36.0,2190,76761,2025-06-26
Delhi,Accessories,Speaker,1.0,4268,4268,2025-01-01
Delhi,Electronics,Smartphone,39.0,2528,98592,2025-03-22
Patna,Electronics,Smartphone,28.0,385,10780,2025-01-06
Bhopal,Accessories,Mouse,4.0,3131,12524,2025-03-14
Mumbai,Home Appliances,Mixer,32.0,5802,185664,2025-12-06
Bengaluru,Home Appliances,Fan,23.0,3171,17906,2025-01-06
Patna,Fashion,T-Shirt,19.0,1009,19171,2025-04-22
Pune,Home Appliances,Mixer,2.0,6302,12604,2025-09-23
Delhi,Accessories,Headphones,38.0,6104,126539,2025-07-12
Hyderabad,Home Appliances,Fan,13.0,2857,37141,2025-05-15
Bhopal,Home Appliances,Fan,17.0,2159,6321,2025-06-24
Chennai,Electronics,Tablet,15.0,5177,4722,2025-06-13
Delhi,Electronics,Smartphone,14.0,5101,71414,2025-06-18
Kolkata,Fashion,Watch,26.0,7863,51637,2025-09-20
Chennai,Accessories,Keyboard,28.0,5321,25307,2025-06-12
Lucknow,Fashion,Watch,33.0,7080,160930,2025-12-16
Bhopal,Accessories,Speaker,15.0,7859,12106,2025-03-28
Chennai,Home Appliances,Air Cooler,5.0,5157,25785,2025-04-25
Kolkata,Fashion,T-Shirt,5.0,4883,24415,2025-04-25
Patna,Electronics,Camera,27.0,2327,62829,2025-10-01
Jaipur,Electronics,Tablet,30.0,5552,109887,2025-09-01
Kolkata,Accessories,Mouse,27.0,2450,55446,2025-11-10
Lucknow,Home Appliances,Mixer,11.0,7709,84799,2025-03-14
Kochi,Home Appliances,Air Cooler,14.0,4435,62090,2025-11-20
Kochi,Electronics,Monitor,11.0,3339,36729,2025-08-26
Jaipur,Electronics,Laptop,29.0,2747,73812,2025-07-19
Bhopal,Fashion,Watch,17.0,7536,128112,2025-06-07
Chennai,Electronics,Laptop,19.0,1255,23845,2025-12-24
Jaipur,Accessories,Keyboard,24.0,1194,28656,2025-07-01
Mysuru,Accessories,Mouse,16.0,4979,17962,2025-10-09
Kochi,Accessories,Speaker,21.0,4510,94710,2025-07-15
Bengaluru,Electronics,Tablet,18.0,7190,129420,2025-10-16
Chennai,Accessories,Speaker,27.0,5947,4541,2025-07-01
Lucknow,Fashion,T-Shirt,31.0,1688,52328,2025-02-17
Pune,Home Appliances,Mixer,24.0,4192,100608,2025-12-01
Kolkata,Home Appliances,Air Cooler,33.0,3706,48370,2025-08-24
Patna,Home Appliances,Fan,34.0,6193,22906,2025-06-18
Ahmedabad,Home Appliances,Air Cooler,34.0,5057,171938,2025-01-01
Bhopal,Electronics,Tablet,36.0,3546,127656,2025-09-04
Lucknow,Home Appliances,Air Cooler,1.0,1163,1163,2025-02-04
Mumbai,Home Appliances,Fan,37.0,1483,54871,2025-07-02
Bengaluru,Electronics,Tablet,33.0,895,21477,2025-10-06
Bhopal,Home Appliances,Fan,9.0,2979,2595,2025-01-15
Bhopal,Electronics,Smartphone,13.0,7322,95186,2025-02-07
Kochi,Electronics,Tablet,12.0,4005,48060,2025-10-24
Hyderabad,Fashion,Shoes,28.0,2543,71204,2025-01-22
Lucknow,Fashion,T-Shirt,21.0,6155,18225,2025-07-04
Chennai,Fashion,Shoes,32.0,1400,44800,2025-04-25
Lucknow,Fashion,T-Shirt,13.0,7350,95550,2025-05-08
Patna,Accessories,Speaker,33.0,6441,31237,2025-11-07
Patna,Home Appliances,Air Cooler,40.0,3993,74819,2025-03-09
Surat,Fashion,Jeans,30.0,7091,147489,2025-08-12
Mysuru,Electronics,Laptop,2.0,2365,4730,2025-04-22
Chennai,Electronics,Laptop,34.0,2939,34585,2025-01-15
Mumbai,Fashion,Jeans,39.0,4026,105256,2025-12-23
Chennai,Fashion,T-Shirt,7.0,4011,28077,2025-06-18
Pune,Fashion,Watch,38.0,5559,182488,2025-09-27
Pune,Electronics,Camera,28.0,7621,35597,2025-11-17
Jaipur,Fashion,Jeans,27.0,7385,13609,2025-02-24
Surat,Electronics,Laptop,6.0,2381,2678,2025-01-07
Pune,Electronics,Monitor,25.0,1460,36500,2025-09-25
Jaipur,Home Appliances,Air Cooler,11.0,4339,47729,2025-07-20
Surat,Home Appliances,Air Cooler,25.0,4161,104025,2025-12-07
Kolkata,Electronics,Camera,23.0,1240,28520,2025-07-03
Kochi,Accessories,Headphones,12.0,3476,41712,2025-12-13
Bhopal,Home Appliances,Mixer,18.0,2277,40986,2025-11-15
