City,Category,Product,Quantity_Sold,Unit_Price,Total_Revenue,Sale_Date
Kochi,Fashion,Jeans,54.0,1833,98982,2025-02-18
Jaipur,Home Appliances,Mixer,5.0,3352,16760,2025-05-13
Ahmedabad,Office,Printer,89.0,6450,574050,2025-04-02
Surat,Electronics,Smartphone,70.0,6743,472010,2025-08-23
Lucknow,Fashion,T-Shirt,120.0,2681,321720,2025-01-02
Delhi,Accessories,Keyboard,51.0,14835,756585,2025-07-24
Lucknow,Electronics,Monitor,47.0,3420,160740,2025-07-18
Kolkata,Electronics,Laptop,44.0,7816,343904,2025-08-20
Kolkata,Electronics,Laptop,13.0,8308,108004,2025-04-05
Lucknow,Home Appliances,Mixer,4.0,13283,53132,2025-08-07
Ahmedabad,Office,Printer,25.0,12531,313275,2025-01-21
Kochi,Fashion,Jeans,12.0,1988,23856,2025-04-18
Surat,Office,Printer,96.0,8544,820224,2025-08-03
Patna,Office,Backpack,19.0,3241,61579,2025-02-01
Pune,Accessories,Mouse,112.0,11831,1325072,2025-05-24
Patna,Electronics,Camera,15.0,9530,142950,2025-03-18
Hyderabad,Electronics,Camera,107.0,303,32421,2025-08-09
Hyderabad,Fashion,Watch,7.0,2570,17990,2025-04-25
Surat,Accessories,Keyboard,24.0,6107,146568,2025-03-03
Mysuru,Office,Printer,19.0,5808,110352,2025-03-07
Mysuru,Home Appliances,Fan,97.0,1548,150156,2025-03-24
Ahmedabad,Electronics,Monitor,35.0,5198,181930,2025-12-27
Surat,Office,Printer,49.0,10309,505141,2025-01-07
Mumbai,Fashion,Watch,83.0,10448,867184,2025-06-11
Ahmedabad,Fashion,Jeans,61.0,6900,420900,2025-02-21
Delhi,Home Appliances,Fan,93.0,9329,867597,2025-01-22
Jaipur,Accessories,Mouse,106.0,11538,1223028,2025-06-19
Mumbai,Accessories,Headphones,49.0,807,39543,2025-03-04
Mysuru,Home Appliances,Air Cooler,15.0,5437,81555,2025-09-19
Patna,Electronics,Smartphone,104.0,7242,753168,2025-09-13
Patna,Accessories,Speaker,33.0,8047,265551,2025-09-14
Pune,Home Appliances,Air Cooler,54.0,2279,123066,2025-04-15
Ahmedabad,Electronics,Laptop,65.0,8810,572650,2025-05-10
Kochi,Accessories,Headphones,66.0,12474,823284,2025-04-15
Ahmedabad,Home Appliances,Mixer,73.0,1994,145562,2025-10-02
Bengaluru,Accessories,Keyboard,11.0,7362,80982,2025-05-02
Delhi,Office,Printer,51.0,10160,518160,2025-12-21
Jaipur,Fashion,Shoes,30.0,4764,142920,2025-09-09
Mumbai,Office,Backpack,58.0,840,48720,2025-09-06
Delhi,Fashion,Watch,41.0,4694,192454,2025-07-06
Bhopal,Electronics,Smartphone,9.0,2927,26343,2025-04-24
Bengaluru,Office,Printer,111.0,438,48618,2025-06-11
Jaipur,Fashion,Jeans,1.0,1198,1198,2025-01-01
Bhopal,Home Appliances,Fan,32.0,13197,422304,2025-05-24
Bengaluru,Office,Backpack,31.0,9927,307737,2025-02-20
Mumbai,Electronics,Monitor,67.0,9567,640989,2025-10-03
Lucknow,Accessories,Headphones,52.0,13279,690508,2025-01-01
Delhi,Electronics,Camera,73.0,12536,915128,2025-12-21
Bhopal,Fashion,Jeans,88.0,8301,730488,2025-04-15
Ahmedabad,Home Appliances,Air Cooler,69.0,12870,888030,2025-10-24
Bhopal,Home Appliances,Mixer,50.0,345,17250,2025-09-26
Kochi,Accessories,Mouse,70.0,14005,980350,2025-02-28
Bengaluru,Home Appliances,Fan,62.0,4427,274474,2025-07-08
Hyderabad,Electronics,Laptop,118.0,9976,1177168,2025-10-17
Kochi,Fashion,Jeans,56.0,2145,120120,2025-02-24
Kolkata,Fashion,Watch,11.0,1774,19514,2025-09-03
Hyderabad,Electronics,Monitor,72.0,10780,776160,2025-06-23
Bengaluru,Accessories,Keyboard,98.0,9593,940114,2025-05-05
Mumbai,Fashion,Shoes,104.0,14091,1465464,2025-11-01
Pune,Accessories,Keyboard,42.0,12695,533190,2025-04-09
Lucknow,Office,Printer,58.0,5469,317202,2025-07-19
Kochi,Home Appliances,Fan,37.0,9735,360195,2025-12-09
Mumbai,Office,Backpack,57.0,2629,149853,2025-12-02
Bengaluru,Electronics,Monitor,18.0,4574,82332,2025-11-24
Surat,Fashion,T-Shirt,89.0,8506,757034,2025-03-05
Delhi,Fashion,Watch,77.0,12767,983059,2025-05-01
Mysuru,Office,Printer,5.0,8897,44485,2025-06-17
Ahmedabad,Electronics,Camera,34.0,11485,390490,2025-06-05
Delhi,Fashion,Shoes,82.0,3356,275192,2025-07-10
Mumbai,Fashion,Shoes,59.0,485,28615,2025-01-10
Bhopal,Fashion,T-Shirt,99.0,9375,928125,2025-03-18
Mumbai,Accessories,Headphones,71.0,2103,149313,2025-11-14
Surat,Fashion,Shoes,45.0,9448,425160,2025-01-10
Lucknow,Office,Printer,114.0,719,81966,2025-01-15
Bengaluru,Fashion,Jeans,8.0,4533,36264,2025-07-14
Delhi,Electronics,Laptop,17.0,9400,159800,2025-04-17
Mysuru,Office,Printer,4.0,1670,6680,2025-12-24
Mysuru,Fashion,Jeans,116.0,2283,264828,2025-10-24
Surat,Office,Printer,45.0,1667,75015,2025-03-01
Pune,Accessories,Mouse,2.0,8355,16710,2025-12-14
Hyderabad,Accessories,Keyboard,105.0,12846,1348830,2025-12-25
Delhi,Accessories,Speaker,93.0,953,88629,2025-05-21
Pune,Fashion,Watch,54.0,3784,204336,2025-11-10
Bengaluru,Electronics,Laptop,80.0,1643,131440,2025-06-08
Bhopal,Accessories,Speaker,93.0,12381,1151433,2025-11-07
Kolkata,Accessories,Speaker,109.0,2639,287651,2025-05-08
Delhi,Home Appliances,Fan,11.0,8247,90717,2025-07-18
Delhi,Fashion,Shoes,97.0,1863,180711,2025-12-22
Pune,Office,Printer,51.0,7622,388722,2025-01-17
Pune,Office,Backpack,120.0,5952,714240,2025-12-26
Mysuru,Fashion,Jeans,36.0,1454,52344,2025-10-15
Lucknow,Office,Backpack,66.0,14228,939048,2025-05-26
Delhi,Accessories,Speaker,60.0,13796,827760,2025-02-22
Bengaluru,Home Appliances,Mixer,82.0,3602,295364,2025-06-01
Lucknow,Office,Printer,104.0,8560,890240,2025-05-17
Kochi,Office,Backpack,19.0,2257,42883,2025-04-11
Pune,Accessories,Keyboard,40.0,1078,43120,2025-05-24
Patna,Office,Printer,15.0,2670,40050,2025-02-11
Kolkata,Office,Backpack,78.0,12295,959010,2025-06-06
Hyderabad,Accessories,Keyboard,3.0,6748,20244,2025-11-23
Bhopal,Accessories,Headphones,99.0,2227,220473,2025-02-22
Mumbai,Home Appliances,Fan,100.0,3404,340400,2025-09-18
Surat,Home Appliances,Mixer,60.0,4280,256800,2025-01-28
Lucknow,Office,Printer,40.0,3892,155680,2025-06-22
Hyderabad,Accessories,Keyboard,93.0,1261,117273,2025-09-17
Hyderabad,Home Appliances,Fan,69.0,580,40020,2025-07-13
Delhi,Electronics,Tablet,109.0,1811,197399,2025-02-02
Chennai,Electronics,Smartphone,105.0,14587,1531635,2025-06-10
Kochi,Accessories,Headphones,103.0,12098,1246094,2025-03-08
Lucknow,Electronics,Laptop,91.0,6777,616707,2025-01-10
Delhi,Home Appliances,Fan,1.0,13697,13697,2025-04-16
Delhi,Electronics,Monitor,50.0,1066,53300,2025-01-07
Kochi,Electronics,Smartphone,14.0,9943,139202,2025-08-18
Patna,Home Appliances,Air Cooler,78.0,1010,78780,2025-02-03
Kochi,Accessories,Headphones,2.0,3638,7276,2025-05-16
Bhopal,Electronics,Smartphone,14.0,12491,174874,2025-12-16
Pune,Electronics,Monitor,106.0,7845,831570,2025-11-18
Patna,Electronics,Laptop,114.0,10527,1200078,2025-07-05
Lucknow,Accessories,Headphones,93.0,8512,791616,2025-05-04
Kolkata,Accessories,Speaker,106.0,8783,930998,2025-06-28
Chennai,Electronics,Laptop,10.0,3575,35750,2025-08-11
Mysuru,Accessories,Keyboard,91.0,2155,196105,2025-01-16
Delhi,Fashion,Watch,67.0,12400,830800,2025-01-16
Pune,Office,Printer,92.0,3914,360088,2025-08-04
Mumbai,Electronics,Camera,4.0,9252,37008,2025-12-17
Surat,Home Appliances,Fan,107.0,2733,292431,2025-03-07
Ahmedabad,Home Appliances,Air Cooler,82.0,6494,532508,2025-05-16
Chennai,Electronics,Monitor,26.0,8148,211848,2025-06-27
Mumbai,Electronics,Camera,113.0,7068,798684,2025-09-28
Surat,Electronics,Smartphone,103.0,4898,504494,2025-09-01
Jaipur,Home Appliances,Fan,101.0,5965,602465,2025-08-28
Kochi,Electronics,Laptop,22.0,10871,239162,2025-05-22
Mysuru,Accessories,Keyboard,103.0,12783,1316649,2025-03-07
Lucknow,Office,Printer,21.0,13704,287784,2025-02-13
Kolkata,Electronics,Camera,78.0,11159,870402,2025-07-18
Pune,Office,Backpack,51.0,11117,566967,2025-08-01
Mumbai,Office,Backpack,9.0,7358,66222,2025-10-23
Kolkata,Fashion,Shoes,90.0,12464,1121760,2025-03-03
Delhi,Electronics,Laptop,108.0,6861,740988,2025-05-27
Chennai,Office,Printer,1.0,8069,8069,2025-01-07
Hyderabad,Accessories,Headphones,105.0,10829,1137045,2025-09-25
Bhopal,Fashion,Shoes,109.0,3671,400139,2025-12-24
Delhi,Electronics,Monitor,69.0,14383,992427,2025-04-19
Bengaluru,Accessories,Mouse,65.0,1280,83200,2025-04-01
Patna,Accessories,Headphones,95.0,7164,680580,2025-10-26
Delhi,Electronics,Laptop,41.0,14259,584619,2025-04-02
Bhopal,Electronics,Tablet,117.0,1367,159939,2025-07-16
Patna,Accessories,Speaker,90.0,4964,446760,2025-07-23
Kolkata,Fashion,Jeans,86.0,14416,1239776,2025-10-28
Kolkata,Fashion,Shoes,71.0,1686,119706,2025-02-01
Pune,Electronics,Laptop,113.0,12669,1431597,2025-05-16
Pune,Accessories,Keyboard,63.0,8483,534429,2025-10-26
Kolkata,Electronics,Tablet,61.0,4243,258823,2025-09-11
Mysuru,Electronics,Smartphone,70.0,12822,897540,2025-02-15
Lucknow,Office,Backpack,104.0,1813,188552,2025-03-08
Hyderabad,Accessories,Speaker,65.0,1813,117845,2025-06-12
Surat,Fashion,Watch,110.0,10677,1174470,2025-01-25
Bengaluru,Home Appliances,Fan,21.0,3920,82320,2025-12-13
Bhopal,Fashion,Shoes,101.0,4995,504495,2025-07-25
Delhi,Accessories,Mouse,55.0,12867,707685,2025-08-15
Ahmedabad,Electronics,Tablet,9.0,7434,66906,2025-02-01
Kolkata,Fashion,T-Shirt,106.0,8392,889552,2025-08-04
Surat,Office,Backpack,97.0,10887,1056039,2025-08-18
Mumbai,Fashion,Watch,86.0,12040,1035440,2025-01-07
Patna,Office,Backpack,40.0,3939,157560,2025-09-01
Hyderabad,Fashion,Watch,38.0,13656,518928,2025-02-27
Pune,Home Appliances,Fan,91.0,7720,702520,2025-11-06
Patna,Electronics,Smartphone,73.0,3030,221190,2025-06-09
Jaipur,Office,Backpack,19.0,14839,281941,2025-08-06
Hyderabad,Home Appliances,Fan,6.0,7551,45306,2025-07-14
Chennai,Fashion,T-Shirt,58.0,10893,631794,2025-07-22
Kolkata,Fashion,Watch,9.0,14284,128556,2025-12-07
Kolkata,Fashion,Watch,61.0,7041,429501,2025-12-05
Bhopal,Home Appliances,Mixer,28.0,14832,415296,2025-09-14
Bhopal,Home Appliances,Fan,78.0,1053,82134,2025-07-22
Surat,Electronics,Tablet,67.0,8774,587858,2025-07-19
Kolkata,Fashion,Jeans,8.0,11569,92552,2025-06-25
Jaipur,Fashion,Shoes,1.0,5882,5882,2025-01-22
Bhopal,Home Appliances,Mixer,61.0,3477,212097,2025-10-14
Hyderabad,Electronics,Tablet,77.0,14187,1092399,2025-08-14
Kolkata,Electronics,Tablet,25.0,11370,284250,2025-11-24
Lucknow,Office,Backpack,8.0,12270,98160,2025-08-17
Delhi,Office,Backpack,91.0,5754,523614,2025-06-09
Kochi,Office,Printer,76.0,11741,892316,2025-01-08
Chennai,Home Appliances,Fan,19.0,14045,266855,2025-03-16
Bengaluru,Office,Printer,59.0,12138,716142,2025-04-06
Mumbai,Fashion,Jeans,83.0,2612,216796,2025-08-04
Pune,Electronics,Camera,107.0,6278,671746,2025-11-16
Bengaluru,Home Appliances,Mixer,63.0,1946,122598,2025-07-06
Mumbai,Accessories,Keyboard,79.0,14667,1158693,2025-09-12
Jaipur,Accessories,Mouse,108.0,9251,999108,2025-07-19
Pune,Fashion,T-Shirt,48.0,3079,147792,2025-02-27
Bengaluru,Home Appliances,Mixer,27.0,9776,263952,2025-03-06
Mumbai,Fashion,Watch,73.0,13220,965060,2025-09-01
Kochi,Accessories,Keyboard,87.0,6712,583944,2025-05-16
Mumbai,Electronics,Laptop,55.0,9151,503305,2025-01-28
Patna,Office,Backpack,114.0,14733,1679562,2025-01-07
Bengaluru,Electronics,Camera,119.0,3378,401982,2025-08-25
Chennai,Accessories,Headphones,5.0,4971,24855,2025-10-07
Mysuru,Fashion,Watch,107.0,7717,825719,2025-03-09
Patna,Accessories,Speaker,74.0,3867,286158,2025-02-28
Chennai,Office,Printer,73.0,4765,347845,2025-08-14
Bhopal,Home Appliances,Mixer,70.0,3842,268940,2025-10-02
Lucknow,Office,Backpack,34.0,1197,40698,2025-03-12
Chennai,Home Appliances,Air Cooler,42.0,1981,83202,2025-12-20
Patna,Home Appliances,Mixer,17.0,7769,132073,2025-12-06
Mysuru,Office,Printer,70.0,14309,1001630,2025-02-06
Surat,Home Appliances,Mixer,106.0,6550,694300,2025-04-12
Delhi,Electronics,Tablet,99.0,9427,933273,2025-07-02
Kochi,Office,Backpack,58.0,6673,387034,2025-11-11
Hyderabad,Fashion,Watch,111.0,2923,324453,2025-09-21
Bhopal,Accessories,Keyboard,76.0,8215,624340,2025-05-20
Jaipur,Home Appliances,Fan,3.0,7616,22848,2025-12-01
Bhopal,Home Appliances,Fan,39.0,13570,529230,2025-01-14
Bengaluru,Office,Backpack,97.0,6963,675411,2025-01-06
Kochi,Home Appliances,Mixer,86.0,11912,1024432,2025-02-19
Patna,Fashion,T-Shirt,22.0,3250,71500,2025-02-12
Jaipur,Accessories,Keyboard,80.0,733,58640,2025-05-09
Kolkata,Home Appliances,Mixer,75.0,3889,291675,2025-03-06
Chennai,Fashion,Jeans,27.0,3039,82053,2025-01-06
Patna,Accessories,Headphones,6.0,2722,16332,2025-06-21
Mysuru,Accessories,Mouse,110.0,1172,128920,2025-02-20
Mysuru,Fashion,Shoes,37.0,5583,206571,2025-12-22
Kochi,Electronics,Smartphone,110.0,6832,751520,2025-10-17
Chennai,Home Appliances,Air Cooler,37.0,11589,428793,2025-04-20
Chennai,Fashion,Jeans,113.0,2857,322841,2025-05-28
Patna,Office,Printer,76.0,7191,546516,2025-03-01
Jaipur,Home Appliances,Mixer,45.0,9445,425025,2025-12-24
Hyderabad,Fashion,T-Shirt,17.0,13825,235025,2025-05-25
Patna,Electronics,Smartphone,113.0,9699,1095987,2025-01-15
Lucknow,Accessories,Speaker,41.0,14528,595648,2025-10-20
Pune,Fashion,T-Shirt,16.0,2537,40592,2025-04-16
Kolkata,Fashion,T-Shirt,62.0,7733,479446,2025-05-19
Lucknow,Accessories,Keyboard,9.0,443,3987,2025-07-06
Lucknow,Accessories,Headphones,73.0,3528,257544,2025-08-11
Mumbai,Electronics,Monitor,17.0,3162,53754,2025-07-15
Pune,Fashion,T-Shirt,62.0,6301,390662,2025-04-24
Delhi,Fashion,Watch,110.0,4690,515900,2025-08-11
Mumbai,Home Appliances,Air Cooler,118.0,6731,794258,2025-05-13
Ahmedabad,Fashion,T-Shirt,114.0,10371,1182294,2025-07-04
Surat,Fashion,T-Shirt,1.0,9556,9556,2025-10-06
Bengaluru,Home Appliances,Fan,41.0,14528,595648,2025-03-09
Bhopal,Fashion,Jeans,91.0,1934,175994,2025-02-12
Hyderabad,Fashion,Shoes,46.0,362,16652,2025-06-04
Hyderabad,Fashion,Jeans,13.0,9733,126529,2025-11-04
Mysuru,Fashion,T-Shirt,67.0,14148,947916,2025-08-16
Lucknow,Home Appliances,Fan,82.0,2488,204016,2025-05-15
Delhi,Fashion,Shoes,89.0,12344,1098616,2025-05-28
Kochi,Fashion,T-Shirt,65.0,9133,593645,2025-04-23
Delhi,Accessories,Mouse,90.0,9042,813780,2025-02-19
Bengaluru,Electronics,Tablet,99.0,9092,900108,2025-08-16
Chennai,Office,Backpack,82.0,6462,529884,2025-10-07
Kolkata,Fashion,Jeans,76.0,9859,749284,2025-09-14
Kolkata,Electronics,Tablet,112.0,10317,1155504,2025-01-06
Kolkata,Office,Backpack,56.0,4704,263424,2025-01-17
Kochi,Home Appliances,Fan,95.0,8839,839705,2025-09-07
Bhopal,Home Appliances,Mixer,100.0,5453,545300,2025-12-14
Bhopal,Office,Printer,52.0,13119,682188,2025-03-01
Lucknow,Home Appliances,Fan,51.0,8101,413151,2025-03-22
Kolkata,Fashion,Shoes,40.0,3750,150000,2025-11-28
Jaipur,Accessories,Headphones,101.0,9794,989194,2025-07-06
Patna,Fashion,Jeans,24.0,14447,346728,2025-06-01
Surat,Electronics,Monitor,24.0,5978,143472,2025-12-26
Delhi,Office,Printer,97.0,14665,1422505,2025-05-15
Surat,Home Appliances,Fan,25.0,9849,246225,2025-05-06
Mysuru,Electronics,Laptop,109.0,2977,324493,2025-03-08
Lucknow,Accessories,Headphones,37.0,9534,352758,2025-10-06
Pune,Electronics,Laptop,78.0,11704,912912,2025-11-14
Bengaluru,Fashion,Watch,6.0,2401,14406,2025-07-13
Kolkata,Accessories,Mouse,106.0,13948,1478488,2025-01-19
Hyderabad,Office,Printer,24.0,1293,31032,2025-08-27
Bengaluru,Electronics,Laptop,92.0,3994,367448,2025-10-03
Chennai,Electronics,Monitor,29.0,4224,122496,2025-06-25
Kochi,Home Appliances,Air Cooler,23.0,2403,55269,2025-03-10
Kochi,Office,Printer,12.0,9897,118764,2025-04-13
Ahmedabad,Electronics,Laptop,54.0,548,29592,2025-09-05
Mumbai,Office,Printer,42.0,6753,283626,2025-05-13
Hyderabad,Office,Printer,61.0,7342,447862,2025-03-13
Chennai,Fashion,Shoes,2.0,441,882,2025-10-11
Ahmedabad,Office,Printer,26.0,4646,120796,2025-07-03
Chennai,Office,Printer,110.0,3852,423720,2025-11-04
Lucknow,Fashion,Watch,15.0,403,6045,2025-11-26
Delhi,Accessories,Mouse,92.0,1726,158792,2025-07-10
Hyderabad,Fashion,T-Shirt,50.0,5917,295850,2025-05-27
Surat,Electronics,Smartphone,59.0,3127,184493,2025-08-16
Kochi,Office,Backpack,62.0,7084,439208,2025-01-14
Bengaluru,Fashion,Shoes,78.0,4989,389142,2025-03-20
Kochi,Accessories,Speaker,104.0,1338,139152,2025-08-11
Mumbai,Accessories,Headphones,66.0,9219,608454,2025-08-01
Bengaluru,Office,Printer,23.0,5111,117553,2025-12-06
Hyderabad,Fashion,Shoes,72.0,3791,272952,2025-08-10
Hyderabad,Accessories,Headphones,99.0,8329,824571,2025-03-08
Kochi,Accessories,Speaker,100.0,5692,569200,2025-04-17
Kolkata,Office,Backpack,58.0,9543,553494,2025-01-06
Patna,Accessories,Mouse,96.0,3892,373632,2025-07-27
Bhopal,Fashion,Watch,72.0,9503,684216,2025-01-09
Bhopal,Office,Printer,26.0,8649,224874,2025-07-24
Kolkata,Accessories,Headphones,84.0,398,33432,2025-01-20
Bhopal,Fashion,Shoes,81.0,14710,1191510,2025-06-16
Chennai,Accessories,Keyboard,12.0,6603,79236,2025-12-09
Patna,Accessories,Headphones,107.0,13275,1420425,2025-01-19
Pune,Fashion,Watch,69.0,1472,101568,2025-05-22
Pune,Electronics,Tablet,63.0,14067,886221,2025-11-21
Hyderabad,Electronics,Tablet,29.0,7664,222256,2025-09-17
Pune,Accessories,Keyboard,59.0,1039,61301,2025-07-24
Kolkata,Electronics,Monitor,97.0,7595,736715,2025-11-28
Surat,Office,Backpack,115.0,6984,803160,2025-08-05
Surat,Office,Printer,52.0,9267,481884,2025-02-12
Lucknow,Accessories,Headphones,67.0,6307,422569,2025-09-24
Mysuru,Home Appliances,Mixer,8.0,2643,21144,2025-08-16
Kolkata,Fashion,T-Shirt,2.0,12931,25862,2025-09-10
Bengaluru,Electronics,Camera,84.0,13983,1174572,2025-09-13
Kolkata,Accessories,Keyboard,47.0,6948,326556,2025-07-02
Mysuru,Electronics,Smartphone,91.0,4262,387842,2025-08-09
Surat,Office,Printer,28.0,643,18004,2025-07-16
Bhopal,Office,Printer,3.0,13592,40776,2025-07-16
Delhi,Electronics,Monitor,120.0,2422,290640,2025-03-24
Surat,Office,Backpack,114.0,14251,1624614,2025-08-19
Jaipur,Accessories,Headphones,79.0,464,36656,2025-09-15
Kolkata,Home Appliances,Fan,43.0,3772,162196,2025-09-25
Pune,Home Appliances,Mixer,50.0,7912,395600,2025-04-19
Jaipur,Fashion,Shoes,88.0,13523,1190024,2025-03-23
Bhopal,Home Appliances,Air Cooler,97.0,8090,784730,2025-07-01
Hyderabad,Accessories,Mouse,109.0,558,60822,2025-11-21
Ahmedabad,Home Appliances,Mixer,18.0,13773,247914,2025-02-23
Patna,Electronics,Tablet,83.0,14232,1181256,2025-09-14
Ahmedabad,Electronics,Monitor,111.0,6777,752247,2025-11-24
Bengaluru,Electronics,Camera,51.0,3574,182274,2025-03-27
Mysuru,Electronics,Camera,98.0,2868,281064,2025-10-22
Delhi,Electronics,Camera,25.0,13464,336600,2025-10-19
Jaipur,Home Appliances,Air Cooler,11.0,11224,123464,2025-10-27
Bhopal,Fashion,Watch,16.0,9405,150480,2025-03-14
Mumbai,Accessories,Keyboard,99.0,13377,1324323,2025-04-15
Hyderabad,Office,Printer,69.0,7128,491832,2025-05-20
Chennai,Fashion,Watch,76.0,4983,378708,2025-03-01
Surat,Home Appliances,Air Cooler,88.0,11093,976184,2025-04-03
Bhopal,Fashion,Shoes,39.0,11457,446823,2025-11-20
Pune,Electronics,Laptop,37.0,6078,224886,2025-10-20
Lucknow,Office,Printer,49.0,10010,490490,2025-03-03
Lucknow,Accessories,Speaker,25.0,232,5800,2025-06-09
Bhopal,Home Appliances,Mixer,35.0,4001,140035,2025-09-17
Patna,Accessories,Keyboard,104.0,1089,113256,2025-12-05
Ahmedabad,Electronics,Camera,93.0,9027,839511,2025-02-14
Hyderabad,Home Appliances,Mixer,50.0,10587,529350,2025-07-21
Lucknow,Fashion,T-Shirt,44.0,14667,645348,2025-11-17
Lucknow,Electronics,Laptop,49.0,10857,531993,2025-05-25
Patna,Fashion,T-Shirt,43.0,224,9632,2025-04-15
Pune,Electronics,Laptop,61.0,1091,66551,2025-10-05
Bengaluru,Accessories,Headphones,58.0,14615,847670,2025-01-07
Mysuru,Home Appliances,Air Cooler,70.0,715,50050,2025-09-21
Delhi,Electronics,Camera,21.0,6788,142548,2025-03-17
Patna,Home Appliances,Fan,71.0,3048,216408,2025-11-28
Bengaluru,Accessories,Mouse,108.0,8827,953316,2025-06-25
Lucknow,Electronics,Camera,19.0,8659,164521,2025-09-22
Hyderabad,Accessories,Keyboard,83.0,10797,896151,2025-08-21
Mysuru,Electronics,Laptop,54.0,9044,488376,2025-01-14
Kochi,Home Appliances,Air Cooler,15.0,11983,179745,2025-10-13
Delhi,Electronics,Smartphone,103.0,7937,817511,2025-07-13
Bengaluru,Electronics,Monitor,5.0,8889,44445,2025-03-27
Patna,Fashion,T-Shirt,59.0,1130,66670,2025-11-25
Hyderabad,Fashion,Watch,25.0,11218,280450,2025-05-09
Surat,Fashion,Shoes,103.0,9946,1024438,2025-07-21
Mysuru,Fashion,Shoes,43.0,8751,376293,2025-11-27
Bhopal,Office,Printer,11.0,3126,34386,2025-01-24
Chennai,Accessories,Keyboard,39.0,2859,111501,2025-11-12
Ahmedabad,Office,Printer,75.0,1674,125550,2025-03-08
Lucknow,Accessories,Keyboard,2.0,3192,6384,2025-09-09
Chennai,Office,Backpack,106.0,13575,1438950,2025-12-02
Delhi,Home Appliances,Fan,84.0,12668,1064112,2025-08-01
Patna,Accessories,Keyboard,49.0,5414,265286,2025-03-28
Patna,Accessories,Headphones,46.0,6014,276644,2025-04-23
Jaipur,Office,Backpack,65.0,12551,815815,2025-02-23
Chennai,Office,Backpack,100.0,4761,476100,2025-11-01
Delhi,Office,Backpack,108.0,14571,1573668,2025-09-18
Ahmedabad,Electronics,Tablet,112.0,11944,1337728,2025-10-15
Delhi,Fashion,Shoes,36.0,11870,427320,2025-07-14
Pune,Fashion,Jeans,30.0,7210,216300,2025-01-13
Kolkata,Office,Backpack,37.0,9789,362193,2025-02-05
Mysuru,Home Appliances,Fan,73.0,13579,991267,2025-08-28
Lucknow,Fashion,Jeans,96.0,1027,98592,2025-05-06
Lucknow,Home Appliances,Fan,24.0,2916,69984,2025-07-19
Ahmedabad,Fashion,T-Shirt,50.0,7031,351550,2025-07-03
Pune,Home Appliances,Air Cooler,53.0,3098,164194,2025-04-12
Kochi,Home Appliances,Air Cooler,117.0,14776,1728792,2025-10-22
Ahmedabad,Fashion,Jeans,28.0,5452,152656,2025-09-24
Delhi,Office,Backpack,91.0,8317,756847,2025-08-20
Hyderabad,Accessories,Speaker,2.0,5133,10266,2025-02-08
Kochi,Home Appliances,Mixer,7.0,8773,61411,2025-05-20
Bhopal,Fashion,T-Shirt,42.0,3479,146118,2025-10-17
Bengaluru,Fashion,T-Shirt,20.0,2265,45300,2025-07-01
Surat,Electronics,Laptop,38.0,5074,192812,2025-01-21
Bhopal,Office,Backpack,19.0,13963,265297,2025-10-24
Kochi,Electronics,Tablet,95.0,10883,1033885,2025-11-08
Hyderabad,Electronics,Tablet,94.0,9440,887360,2025-02-07
Kolkata,Electronics,Laptop,27.0,8663,233901,2025-10-16
Jaipur,Fashion,Watch,17.0,743,12631,2025-10-20
Delhi,Office,Backpack,107.0,11199,1198293,2025-07-10
Bhopal,Fashion,Shoes,117.0,386,45162,2025-06-20
Kochi,Fashion,T-Shirt,67.0,3192,213864,2025-04-11
Lucknow,Fashion,T-Shirt,73.0,8137,594001,2025-07-14
Delhi,Electronics,Monitor,34.0,9353,318002,2025-10-13
Kochi,Home Appliances,Air Cooler,118.0,13576,1601968,2025-01-21
Ahmedabad,Accessories,Speaker,69.0,2357,162633,2025-01-03
Pune,Accessories,Keyboard,81.0,245,19845,2025-08-20
Kolkata,Office,Printer,120.0,8821,1058520,2025-07-19
Surat,Office,Printer,97.0,12725,1234325,2025-11-24
Hyderabad,Accessories,Headphones,40.0,4261,170440,2025-05-16
Chennai,Electronics,Smartphone,41.0,3895,159695,2025-02-22
Bengaluru,Office,Backpack,109.0,6830,744470,2025-02-01
Mumbai,Office,Backpack,64.0,3418,218752,2025-11-06
Patna,Office,Backpack,8.0,3898,31184,2025-07-03
Kolkata,Home Appliances,Air Cooler,23.0,937,21551,2025-03-23
Mumbai,Home Appliances,Air Cooler,107.0,9765,1044855,2025-10-24
Ahmedabad,Home Appliances,Mixer,67.0,8134,544978,2025-04-07
Hyderabad,Electronics,Smartphone,39.0,12189,475371,2025-03-26
Lucknow,Accessories,Mouse,109.0,7549,822841,2025-05-18
Bhopal,Electronics,Tablet,64.0,7265,464960,2025-01-15
Mumbai,Home Appliances,Fan,111.0,2308,256188,2025-04-11
Patna,Electronics,Camera,53.0,5465,289645,2025-02-25
Mysuru,Home Appliances,Mixer,101.0,7920,799920,2025-11-02
Surat,Home Appliances,Fan,12.0,8118,97416,2025-12-08
Chennai,Fashion,Shoes,11.0,4590,50490,2025-06-13
Patna,Accessories,Headphones,78.0,13535,1055730,2025-02-18
Mumbai,Accessories,Headphones,45.0,5874,264330,2025-09-24
Hyderabad,Electronics,Tablet,115.0,13883,1596545,2025-08-09
Surat,Home Appliances,Fan,86.0,6192,532512,2025-04-20
