City,Product,Quantity_Sold,Unit_Price,Total_Sales,Sale_Date
Lucknow,Backpack,154.0,11133,1714482,2025-04-06
Lucknow,Mouse,486.0,87385,42469110,2025-02-25
Kolkata,Monitor,456.0,7958,3628848,2025-07-13
Kochi,Keyboard,79.0,54793,4328647,2025-08-01
Kolkata,Backpack,61.0,40871,2493131,2025-04-16
Mysuru,Mouse,476.0,52449,24965724,2025-10-07
Pune,Keyboard,435.0,31316,13622460,2025-05-08
Lucknow,Jeans,85.0,44554,3787090,2025-03-20
Kolkata,Camera,193.0,11363,2193059,2025-02-03
Mumbai,Jeans,378.0,1612,609336,2025-03-18
Pune,Mouse,460.0,12599,5795540,2025-12-21
Delhi,Laptop,2.0,62262,124524,2025-03-02
Delhi,Watch,432.0,48572,20983104,2025-11-22
Mysuru,Printer,359.0,47325,16989675,2025-11-19
Mumbai,Laptop,85.0,41101,3493585,2025-06-04
Bengaluru,Camera,43.0,5679,244197,2025-10-01
Kochi,Monitor,99.0,22773,2254527,2025-07-27
Ahmedabad,Smartphone,137.0,78274,10723538,2025-05-20
Kochi,Tablet,37.0,80812,2990044,2025-05-05
Mumbai,Mouse,311.0,34576,10753136,2025-03-21
Patna,T-Shirt,264.0,13098,3457872,2025-08-20
Chennai,T-Shirt,146.0,4698,685908,2025-07-28
Kolkata,Speaker,84.0,91583,7692972,2025-08-26
Ahmedabad,Backpack,488.0,67199,32793112,2025-05-10
Surat,T-Shirt,418.0,53072,22184096,2025-07-26
Mysuru,Shoes,407.0,41043,16704501,2025-11-11
Chennai,Shoes,237.0,19993,4738341,2025-12-05
Bengaluru,Smartphone,31.0,77528,2403368,2025-02-05
Mumbai,Mouse,65.0,20072,1304680,2025-12-03
Hyderabad,Jeans,171.0,90641,15499611,2025-06-19
Chennai,T-Shirt,247.0,57560,14217320,2025-07-04
Mysuru,Speaker,343.0,88533,30366819,2025-09-24
Lucknow,Watch,480.0,93444,44853120,2025-04-16
Surat,Laptop,187.0,21016,3929992,2025-07-07
Kolkata,Smartphone,26.0,4612,119912,2025-05-13
Delhi,Printer,255.0,61252,15619260,2025-11-13
Patna,T-Shirt,442.0,42912,18967104,2025-08-05
Kochi,Backpack,382.0,93218,35609276,2025-07-22
Kolkata,Monitor,385.0,74761,28782985,2025-12-06
Bengaluru,Printer,402.0,22019,8851638,2025-05-14
Mumbai,Mouse,449.0,44350,19913150,2025-03-02
Mysuru,Headphones,123.0,67711,8328453,2025-10-16
Hyderabad,Monitor,104.0,94974,9877296,2025-03-14
Bengaluru,Jeans,5.0,83276,416380,2025-06-23
Kolkata,Jeans,315.0,49392,15558480,2025-06-01
Mumbai,Mouse,396.0,66177,26206092,2025-04-07
Delhi,Backpack,349.0,86832,30304368,2025-12-24
Jaipur,Watch,272.0,51708,14064576,2025-09-19
Lucknow,Monitor,314.0,26276,8250664,2025-07-25
Bhopal,Jeans,21.0,60131,1262751,2025-12-19
Jaipur,Watch,276.0,99560,27478560,2025-08-02
Hyderabad,Backpack,10.0,53890,538900,2025-10-21
Patna,Smartphone,243.0,55189,13410927,2025-08-20
Lucknow,Shoes,473.0,41811,19776603,2025-10-08
Ahmedabad,Watch,154.0,85966,13238764,2025-01-27
Chennai,Speaker,464.0,76464,35479296,2025-05-13
Hyderabad,Laptop,272.0,30544,8307968,2025-01-08
Kochi,Mouse,123.0,52532,6461436,2025-01-14
Bengaluru,Smartphone,411.0,36365,14946015,2025-09-27
Mysuru,Tablet,482.0,55124,26569768,2025-01-17
Kochi,T-Shirt,407.0,84388,34345916,2025-05-25
Lucknow,Speaker,27.0,65595,1771065,2025-10-07
Jaipur,Speaker,283.0,38190,10807770,2025-02-28
Chennai,Monitor,200.0,73999,14799800,2025-12-11
Delhi,Tablet,336.0,26748,8987328,2025-01-22
Pune,Smartphone,169.0,85283,14412827,2025-04-16
Bengaluru,Smartphone,67.0,98726,6614642,2025-12-09
Delhi,Speaker,150.0,88555,13283250,2025-05-14
Delhi,Monitor,219.0,27250,5967750,2025-12-06
Kolkata,Smartphone,392.0,38350,15033200,2025-05-18
Bhopal,Tablet,328.0,9490,3112720,2025-02-05
Kochi,Smartphone,437.0,936,409032,2025-04-03
Patna,Jeans,407.0,99911,40663777,2025-05-06
Mumbai,Jeans,232.0,44740,10379680,2025-02-17
Patna,Printer,400.0,70570,28228000,2025-08-17
Mumbai,Mouse,343.0,81026,27791918,2025-05-26
Mumbai,Backpack,404.0,12562,5075048,2025-06-06
Pune,Jeans,97.0,71974,6981478,2025-05-24
Bengaluru,Monitor,468.0,81809,38286612,2025-02-03
Delhi,Headphones,176.0,21516,3786816,2025-09-27
Bhopal,Tablet,100.0,63242,6324200,2025-11-12
Bengaluru,Backpack,437.0,51523,22515551,2025-07-04
Patna,Tablet,398.0,53251,21193898,2025-04-06
Chennai,Camera,327.0,63863,20883201,2025-10-24
Bhopal,Smartphone,500.0,98102,49051000,2025-04-27
Surat,Monitor,468.0,65298,30559464,2025-09-25
Ahmedabad,Keyboard,165.0,84717,13978305,2025-06-07
Mysuru,Laptop,19.0,59863,1137397,2025-04-01
Lucknow,Backpack,9.0,87607,788463,2025-06-21
Kolkata,Keyboard,384.0,1474,566016,2025-06-28
Ahmedabad,Smartphone,69.0,13079,902451,2025-10-17
Jaipur,Jeans,60.0,78210,4692600,2025-03-16
Ahmedabad,Tablet,283.0,95645,27067535,2025-06-04
Lucknow,Jeans,17.0,84134,1430278,2025-06-08
Hyderabad,Tablet,421.0,56289,23697669,2025-05-02
Kochi,Smartphone,29.0,39848,1155592,2025-11-05
Bhopal,Watch,418.0,50252,21005336,2025-03-09
Kolkata,Printer,211.0,10251,2162961,2025-09-12
Mumbai,Mouse,158.0,97313,15375454,2025-05-14
Bengaluru,Laptop,146.0,43459,6345014,2025-03-23
Mumbai,Printer,71.0,69306,4920726,2025-10-20
Kochi,Smartphone,186.0,15360,2856960,2025-02-09
Patna,Backpack,163.0,16717,2724871,2025-03-19
Chennai,Camera,410.0,10833,4441530,2025-04-02
Hyderabad,Watch,431.0,72616,31297496,2025-09-28
Mumbai,Jeans,365.0,72450,26444250,2025-10-28
Bhopal,Tablet,153.0,72899,11153547,2025-11-10
Mumbai,Monitor,207.0,99105,20514735,2025-01-10
Mysuru,Monitor,216.0,12685,2739960,2025-11-11
Hyderabad,T-Shirt,27.0,18442,497934,2025-02-04
Lucknow,Laptop,55.0,63018,3465990,2025-01-16
Patna,Backpack,208.0,71536,14879488,2025-02-09
Delhi,Camera,482.0,74056,35694992,2025-04-03
Kolkata,Headphones,95.0,85498,8122310,2025-10-23
Kochi,Smartphone,323.0,2707,874361,2025-08-07
Bhopal,T-Shirt,65.0,22699,1475435,2025-12-27
Kochi,Speaker,261.0,31772,8292492,2025-07-01
Surat,Tablet,449.0,36323,16309027,2025-10-26
Bhopal,Jeans,432.0,25082,10835424,2025-08-18
Chennai,Laptop,221.0,28157,6222697,2025-10-22
Pune,Shoes,423.0,69677,29473371,2025-05-12
Delhi,Keyboard,499.0,77933,38888567,2025-07-19
Hyderabad,Watch,128.0,81290,10405120,2025-02-23
Pune,Watch,332.0,79832,26504224,2025-08-01
Mumbai,Keyboard,303.0,25556,7743468,2025-12-09
Bhopal,Headphones,296.0,24664,7300544,2025-11-19
Mumbai,Speaker,128.0,17860,2286080,2025-12-02
Chennai,Shoes,382.0,6603,2522346,2025-12-03
Surat,Keyboard,69.0,29091,2007279,2025-05-04
Lucknow,Laptop,334.0,28051,9369034,2025-12-04
Kochi,T-Shirt,8.0,54679,437432,2025-02-11
Chennai,Mouse,74.0,19765,1462610,2025-12-21
Patna,Smartphone,445.0,48833,21730685,2025-06-14
Pune,Speaker,266.0,89670,23852220,2025-05-15
Surat,Shoes,440.0,83737,36844280,2025-03-07
Pune,Backpack,97.0,87775,8514175,2025-11-08
Ahmedabad,Mouse,486.0,36400,17690400,2025-07-02
Hyderabad,Laptop,222.0,61262,13600164,2025-03-02
Patna,Monitor,427.0,8310,3548370,2025-12-15
Jaipur,Watch,105.0,54685,5741925,2025-02-10
Delhi,Watch,144.0,23707,3413808,2025-07-25
Bengaluru,Mouse,403.0,69914,28175342,2025-02-19
Ahmedabad,Backpack,156.0,84943,13251108,2025-04-15
Chennai,T-Shirt,443.0,36625,16224875,2025-08-13
Hyderabad,Headphones,246.0,29409,7234614,2025-08-05
Bengaluru,Jeans,121.0,85070,10293470,2025-08-13
Chennai,Tablet,261.0,84633,22089213,2025-03-04
Hyderabad,T-Shirt,190.0,68923,13095370,2025-05-23
Mumbai,Watch,442.0,86783,38358086,2025-09-26
Hyderabad,T-Shirt,207.0,3160,654120,2025-02-19
Mysuru,Smartphone,124.0,37568,4658432,2025-05-26
Chennai,Jeans,491.0,88114,43263974,2025-09-28
Lucknow,Camera,410.0,69957,28682370,2025-03-21
Ahmedabad,Tablet,2.0,20042,40084,2025-01-11
Patna,T-Shirt,395.0,73097,28873315,2025-07-19
Kolkata,Laptop,247.0,25851,6385197,2025-03-04
Bhopal,Watch,370.0,56185,20788450,2025-05-23
Patna,Watch,301.0,26644,8019844,2025-11-13
Surat,Printer,492.0,79349,39039708,2025-10-19
Kolkata,Smartphone,195.0,62346,12157470,2025-10-07
Mysuru,Shoes,167.0,6503,1086001,2025-06-12
Ahmedabad,Jeans,124.0,70294,8716456,2025-06-16
Chennai,Keyboard,491.0,74219,36441529,2025-01-23
Mumbai,Smartphone,290.0,18456,5352240,2025-04-14
Kochi,Laptop,105.0,61721,6480705,2025-07-18
Bhopal,Smartphone,53.0,89754,4756962,2025-09-15
Bhopal,Headphones,114.0,97234,11084676,2025-04-07
Kolkata,Smartphone,19.0,34114,648166,2025-01-19
Pune,Smartphone,144.0,84781,12208464,2025-10-15
Mysuru,Shoes,48.0,45171,2168208,2025-04-20
Mumbai,Smartphone,413.0,33309,13756617,2025-10-18
Bhopal,Speaker,481.0,32115,15447315,2025-01-16
Bhopal,Watch,278.0,22393,6225254,2025-11-25
Bhopal,T-Shirt,4.0,64666,258664,2025-04-26
Pune,Monitor,170.0,13619,2315230,2025-02-17
Lucknow,Shoes,474.0,75954,36002196,2025-05-01
Pune,T-Shirt,179.0,47279,8462941,2025-08-18
Bhopal,Headphones,14.0,97349,1362886,2025-02-21
Lucknow,Laptop,342.0,36578,12509676,2025-04-06
Kochi,Headphones,120.0,97162,11659440,2025-01-24
Delhi,Shoes,424.0,27903,11830872,2025-04-05
Hyderabad,Mouse,32.0,87225,2791200,2025-08-08
Lucknow,Headphones,17.0,15950,271150,2025-12-24
Chennai,Backpack,322.0,99667,32092774,2025-05-27
Surat,Keyboard,79.0,90666,7162614,2025-02-27
Mysuru,Headphones,243.0,50056,12163608,2025-01-06
Kolkata,Laptop,273.0,23450,6401850,2025-11-27
Mysuru,Keyboard,56.0,11618,650608,2025-03-07
Mumbai,Headphones,213.0,14713,3133869,2025-07-08
Bhopal,Printer,86.0,35383,3042938,2025-12-17
Bhopal,Tablet,453.0,89254,40432062,2025-09-19
Mysuru,Monitor,300.0,43760,13128000,2025-08-06
Kochi,Camera,273.0,87075,23771475,2025-10-07
Ahmedabad,Keyboard,89.0,80578,7171442,2025-08-09
Kolkata,Watch,311.0,28568,8884648,2025-12-26
Patna,Printer,11.0,26225,288475,2025-07-10
Pune,Jeans,275.0,61431,16893525,2025-02-28
Lucknow,Smartphone,408.0,91531,37344648,2025-03-02
Chennai,T-Shirt,359.0,70432,25285088,2025-02-18
Ahmedabad,Keyboard,466.0,85651,39913366,2025-10-23
Bhopal,Printer,70.0,7424,519680,2025-09-06
Jaipur,Monitor,119.0,17071,2031449,2025-04-02
Jaipur,Printer,311.0,71759,22317049,2025-02-08
Jaipur,Tablet,43.0,44948,1932764,2025-09-18
Mumbai,Watch,134.0,44025,5899350,2025-09-05
Kochi,Headphones,23.0,56562,1300926,2025-08-28
Kochi,Shoes,72.0,29402,2116944,2025-12-21
Mumbai,Tablet,76.0,82399,6262324,2025-08-03
Pune,T-Shirt,325.0,72160,23452000,2025-02-24
Patna,Backpack,236.0,22078,5210408,2025-11-09
Kochi,Backpack,16.0,4839,77424,2025-01-25
Bengaluru,Jeans,341.0,91055,31049755,2025-01-28
Patna,T-Shirt,16.0,11462,183392,2025-06-06
Patna,T-Shirt,414.0,83998,34775172,2025-10-03
Mumbai,T-Shirt,98.0,63516,6224568,2025-02-15
Patna,Monitor,276.0,85375,23563500,2025-06-02
Patna,Speaker,384.0,79781,30635904,2025-01-24
Delhi,Backpack,161.0,50182,8079302,2025-11-04
Patna,Monitor,259.0,85121,22046339,2025-05-25
Hyderabad,Watch,82.0,11646,954972,2025-09-27
Delhi,Camera,343.0,76047,26084121,2025-09-16
Hyderabad,Mouse,268.0,10540,2824720,2025-03-06
Kochi,Jeans,148.0,66221,9800708,2025-10-26
Bengaluru,Backpack,195.0,61956,12081420,2025-01-17
Pune,Mouse,14.0,6286,88004,2025-10-02
Bengaluru,Speaker,134.0,32692,4380728,2025-07-12
Surat,Backpack,46.0,47878,2202388,2025-12-17
Hyderabad,Tablet,77.0,53608,4127816,2025-07-19
Mumbai,Shoes,212.0,20065,4253780,2025-05-17
Chennai,Backpack,190.0,87181,16564390,2025-01-12
Hyderabad,Printer,88.0,76105,6697240,2025-07-24
Bengaluru,Tablet,366.0,5661,2071926,2025-11-16
Bengaluru,Keyboard,107.0,32008,3424856,2025-07-20
Kochi,Camera,286.0,60796,17387656,2025-10-12
Patna,Laptop,396.0,82341,32607036,2025-11-28
Mysuru,Tablet,95.0,16984,1613480,2025-02-02
Hyderabad,Jeans,25.0,16544,413600,2025-07-09
Kochi,Tablet,64.0,73348,4694272,2025-09-24
Bengaluru,Watch,321.0,96613,31012773,2025-05-28
Surat,Headphones,281.0,62581,17585261,2025-08-08
Jaipur,Shoes,194.0,94633,18358802,2025-04-17
Surat,Smartphone,205.0,35601,7298205,2025-04-05
Surat,Smartphone,73.0,91810,6702130,2025-07-20
Surat,Watch,372.0,22896,8517312,2025-09-19
Surat,Speaker,342.0,96254,32918868,2025-05-14
Hyderabad,Headphones,11.0,32313,355443,2025-07-25
Bhopal,Headphones,189.0,95166,17986374,2025-12-28
Jaipur,Keyboard,110.0,14143,1555730,2025-05-25
Hyderabad,Smartphone,237.0,5844,1385028,2025-07-10
Surat,Keyboard,81.0,46988,3806028,2025-06-25
Hyderabad,Printer,448.0,6046,2708608,2025-03-13
Patna,Shoes,370.0,89072,32956640,2025-06-11
Jaipur,Speaker,96.0,39013,3745248,2025-04-28
Mysuru,T-Shirt,12.0,88143,1057716,2025-02-16
Pune,Watch,211.0,37172,7843292,2025-05-17
Lucknow,Printer,272.0,66719,18147568,2025-01-25
Chennai,T-Shirt,56.0,48783,2731848,2025-04-18
Bhopal,Tablet,266.0,23890,6354740,2025-05-11
Bhopal,Headphones,239.0,80466,19231374,2025-12-02
Surat,T-Shirt,175.0,5420,948500,2025-05-22
Surat,Laptop,437.0,38691,16907967,2025-04-07
Mysuru,Shoes,107.0,47038,5033066,2025-04-27
Jaipur,Watch,301.0,41797,12580897,2025-12-04
Pune,T-Shirt,114.0,19035,2169990,2025-02-03
Mumbai,T-Shirt,308.0,60104,18512032,2025-09-15
Bhopal,Monitor,404.0,16723,6756092,2025-09-02
Lucknow,Shoes,124.0,78267,9705108,2025-02-21
Surat,Shoes,253.0,28914,7315242,2025-03-13
Surat,Backpack,116.0,5639,654124,2025-07-28
Bengaluru,T-Shirt,40.0,11492,459680,2025-10-25
Jaipur,Mouse,389.0,43418,16889602,2025-07-04
Ahmedabad,Tablet,440.0,53872,23703680,2025-09-24
Kochi,Tablet,457.0,1598,730286,2025-01-06
Chennai,Printer,14.0,4353,60942,2025-10-04
Kolkata,Jeans,213.0,15181,3233553,2025-09-05
Kochi,Camera,269.0,2219,596911,2025-04-23
Pune,Backpack,242.0,83971,20320982,2025-12-16
Hyderabad,T-Shirt,146.0,78628,11479688,2025-02-24
Mysuru,Keyboard,470.0,902,423940,2025-10-22
Chennai,Keyboard,189.0,80420,15199380,2025-06-05
Mysuru,Laptop,40.0,41293,1651720,2025-10-03
Patna,Smartphone,446.0,69438,30969348,2025-11-25
Lucknow,Watch,56.0,71177,3985912,2025-05-08
Chennai,Keyboard,272.0,63066,17153952,2025-06-27
Bengaluru,Camera,72.0,99658,7175376,2025-07-07
Delhi,Printer,371.0,21167,7852957,2025-04-20
Lucknow,Tablet,76.0,10133,770108,2025-04-15
Hyderabad,Backpack,173.0,55323,9570879,2025-02-03
Hyderabad,Monitor,19.0,91649,1741331,2025-12-28
Bhopal,Watch,67.0,68615,4597205,2025-09-14
Bhopal,Laptop,425.0,48581,20646925,2025-11-01
Patna,Jeans,173.0,31649,5475277,2025-08-13
Pune,Keyboard,495.0,97985,48502575,2025-01-17
Bhopal,Smartphone,60.0,98324,5899440,2025-03-14
Patna,Printer,10.0,6025,60250,2025-04-28
Bengaluru,Tablet,454.0,27131,12317474,2025-06-13
Pune,Monitor,312.0,12084,3770208,2025-01-13
Delhi,Speaker,234.0,10026,2346084,2025-06-24
Chennai,Smartphone,488.0,23504,11469952,2025-04-09
Mysuru,Backpack,183.0,7322,1339926,2025-07-17
Jaipur,Headphones,224.0,75478,16907072,2025-02-16
Surat,Printer,249.0,56136,13977864,2025-09-21
Mysuru,Headphones,319.0,28137,8975703,2025-09-27
Hyderabad,Watch,384.0,5787,2222208,2025-02-08
Hyderabad,Monitor,284.0,1149,326316,2025-09-15
Patna,Shoes,176.0,39617,6972592,2025-04-16
Kochi,Speaker,468.0,72627,33989436,2025-12-17
Delhi,Keyboard,24.0,28282,678768,2025-04-21
Kolkata,Camera,371.0,16770,6221670,2025-01-04
Surat,Backpack,232.0,91084,21131488,2025-12-01
Lucknow,Printer,25.0,67005,1675125,2025-06-19
Lucknow,T-Shirt,34.0,38425,1306450,2025-05-19
Delhi,Monitor,9.0,94170,847530,2025-08-09
Lucknow,Jeans,85.0,53303,4530755,2025-10-23
Lucknow,Camera,483.0,82546,39869718,2025-07-25
Lucknow,Camera,414.0,49765,20602710,2025-11-10
Kochi,Tablet,329.0,79754,26239066,2025-10-24
Bhopal,Speaker,348.0,60295,20982660,2025-02-17
Hyderabad,Headphones,275.0,48496,13336400,2025-10-13
Surat,Camera,128.0,19758,2529024,2025-06-19
Mumbai,Watch,11.0,66093,727023,2025-05-19
Lucknow,Jeans,500.0,25987,12993500,2025-03-07
Mumbai,Headphones,430.0,29732,12784760,2025-05-25
Delhi,Jeans,497.0,56844,28251468,2025-07-19
Jaipur,Laptop,209.0,82055,17149495,2025-12-01
Jaipur,Mouse,80.0,52665,4213200,2025-11-04
Ahmedabad,Jeans,214.0,4500,963000,2025-11-15
Delhi,T-Shirt,111.0,41067,4558437,2025-09-24
Chennai,Tablet,311.0,29387,9139357,2025-06-22
Surat,Camera,465.0,47922,22283730,2025-11-08
Mysuru,Tablet,71.0,86648,6152008,2025-09-25
Bengaluru,Printer,420.0,37816,15882720,2025-01-12
Pune,Monitor,340.0,15940,5419600,2025-03-23
Lucknow,Camera,223.0,45240,10088520,2025-01-18
Patna,Printer,402.0,19799,7959198,2025-07-19
Patna,Backpack,279.0,89177,24880383,2025-03-14
Surat,Watch,48.0,72670,3488160,2025-07-19
Pune,Backpack,209.0,83121,17372289,2025-02-27
Chennai,Laptop,288.0,63667,18336096,2025-07-04
Surat,Printer,352.0,19599,6898848,2025-04-26
Jaipur,Backpack,293.0,44651,13082743,2025-02-09
Kochi,Shoes,398.0,35502,14129796,2025-07-18
Delhi,Shoes,301.0,41229,12409929,2025-09-09
Surat,Monitor,21.0,4360,91560,2025-03-16
Patna,Shoes,1.0,1353,1353,2025-11-28
Jaipur,Keyboard,308.0,51706,15925448,2025-07-03
Bengaluru,Smartphone,427.0,51249,21883323,2025-09-07
Mumbai,Smartphone,343.0,25840,8863120,2025-10-11
Kochi,Printer,438.0,3840,1681920,2025-01-03
Pune,Tablet,29.0,80724,2340996,2025-11-09
Mumbai,Watch,323.0,79999,25839677,2025-02-28
Bhopal,Backpack,28.0,59893,1677004,2025-07-25
Delhi,Printer,323.0,68894,22252762,2025-04-28
Lucknow,Mouse,329.0,54388,17893652,2025-11-05
Bengaluru,T-Shirt,189.0,29402,5556978,2025-11-09
Hyderabad,Laptop,459.0,65415,30025485,2025-08-15
Lucknow,Watch,201.0,21774,4376574,2025-01-23
Ahmedabad,Monitor,72.0,95661,6887592,2025-07-25
Kochi,Keyboard,344.0,17543,6034792,2025-10-05
Kolkata,Laptop,285.0,12567,3581595,2025-12-28
Ahmedabad,T-Shirt,321.0,62646,20109366,2025-07-02
Delhi,Camera,359.0,79378,28496702,2025-02-25
Patna,Watch,12.0,52572,630864,2025-09-22
Jaipur,Watch,35.0,26094,913290,2025-04-07
Ahmedabad,Shoes,46.0,17888,822848,2025-06-12
Bhopal,Monitor,88.0,27057,2381016,2025-06-13
Mumbai,Mouse,279.0,10874,3033846,2025-08-01
Chennai,Printer,461.0,22031,10156291,2025-11-04
Mumbai,Camera,84.0,560,47040,2025-07-04
Chennai,Jeans,217.0,31691,6876947,2025-09-22
Kolkata,Headphones,240.0,65478,15714720,2025-09-19
Kolkata,Keyboard,63.0,25454,1603602,2025-04-15
Mumbai,Monitor,342.0,71958,24609636,2025-05-10
Hyderabad,Camera,26.0,95656,2487056,2025-03-28
Lucknow,Backpack,25.0,18961,474025,2025-07-10
Jaipur,Laptop,499.0,12888,6431112,2025-07-09
Hyderabad,Laptop,122.0,59710,7284620,2025-04-22
Hyderabad,Printer,53.0,52713,2793789,2025-08-18
Mumbai,Monitor,73.0,61213,4468549,2025-12-26
Ahmedabad,Speaker,263.0,22823,6002449,2025-03-03
Bengaluru,Printer,83.0,84263,6993829,2025-02-16
Mysuru,Printer,302.0,70786,21377372,2025-03-04
Surat,Shoes,134.0,68582,9189988,2025-07-06
Lucknow,Tablet,175.0,96778,16936150,2025-08-26
Bhopal,Speaker,311.0,57900,18006900,2025-04-25
Pune,Printer,424.0,30860,13084640,2025-09-08
Mysuru,Smartphone,435.0,68041,29597835,2025-03-18
Surat,Backpack,210.0,4321,907410,2025-06-08
Lucknow,Jeans,231.0,97334,22484154,2025-01-16
Patna,T-Shirt,302.0,71881,21708062,2025-12-21
Pune,Keyboard,349.0,16096,5617504,2025-08-16
Bhopal,Laptop,207.0,65572,13573404,2025-04-13
Jaipur,Jeans,414.0,19707,8158698,2025-01-12
Patna,Laptop,193.0,71360,13772480,2025-03-03
Surat,Printer,88.0,24151,2125288,2025-04-21
Kolkata,Backpack,346.0,21368,7393328,2025-02-13
Surat,Printer,338.0,48477,16385226,2025-01-25
Kolkata,Tablet,230.0,14249,3277270,2025-11-09
Pune,Camera,77.0,96508,7431116,2025-02-17
Surat,Jeans,480.0,23334,11200320,2025-02-19
Delhi,Backpack,291.0,52657,15323187,2025-08-25
Lucknow,Laptop,286.0,77915,22283690,2025-09-25
Surat,Watch,121.0,56855,6879455,2025-10-20
Jaipur,Watch,402.0,72160,29008320,2025-01-06
Delhi,Monitor,471.0,5452,2567892,2025-06-26
Bengaluru,Camera,355.0,96134,34127570,2025-04-22
Kochi,Tablet,222.0,94765,21037830,2025-10-23
Bhopal,Watch,260.0,38755,10076300,2025-11-05
Hyderabad,Monitor,311.0,44765,13921915,2025-12-20
Jaipur,Tablet,323.0,9153,2956419,2025-11-03
Hyderabad,Backpack,232.0,82559,19153688,2025-09-17
Ahmedabad,Jeans,385.0,5192,1998920,2025-12-21
Ahmedabad,Smartphone,183.0,23967,4385961,2025-04-18
Pune,Mouse,200.0,63100,12620000,2025-04-18
Patna,Speaker,96.0,3936,377856,2025-10-15
Hyderabad,Keyboard,400.0,10722,4288800,2025-10-03
Bhopal,Speaker,340.0,60977,20732180,2025-08-20
Jaipur,Mouse,197.0,71537,14092789,2025-03-28
Lucknow,Camera,469.0,57708,27065052,2025-09-16
Bhopal,Printer,79.0,17472,1380288,2025-06-17
Lucknow,Shoes,253.0,98773,24989569,2025-01-26
Surat,Tablet,163.0,89833,14642779,2025-09-01
Pune,Speaker,96.0,89935,8633760,2025-11-26
Chennai,Backpack,27.0,91660,2474820,2025-05-01
Surat,Monitor,445.0,47732,21240740,2025-07-13
Bhopal,Camera,170.0,90364,15361880,2025-08-19
Bengaluru,Laptop,345.0,16861,5817045,2025-03-09
Mysuru,Tablet,91.0,98341,8949031,2025-06-28
Kolkata,Watch,129.0,24427,3151083,2025-09-13
Ahmedabad,Camera,202.0,26204,5293208,2025-03-12
Kochi,Printer,314.0,39056,12263584,2025-03-21
Chennai,Speaker,488.0,17945,8757160,2025-11-18
Bhopal,Camera,434.0,35791,15533294,2025-07-27
Kochi,Shoes,444.0,26002,11544888,2025-09-19
Mysuru,Smartphone,175.0,53571,9374925,2025-03-09
Mumbai,Speaker,349.0,43475,15172775,2025-03-18
Patna,Backpack,370.0,63847,23623390,2025-03-11
Pune,Headphones,496.0,75924,37658304,2025-03-13
Lucknow,Shoes,445.0,91542,40736190,2025-04-11
Jaipur,Camera,401.0,90472,36279272,2025-06-04
Chennai,Printer,482.0,66623,32112286,2025-02-18
Bhopal,Keyboard,190.0,48446,9204740,2025-01-21
Ahmedabad,Tablet,135.0,51130,6902550,2025-09-11
Bengaluru,Camera,165.0,99588,16432020,2025-08-25
Surat,Watch,423.0,34802,14721246,2025-04-01
Chennai,Watch,322.0,82181,26462282,2025-02-22
Mysuru,Tablet,423.0,76123,32200029,2025-02-27
Mumbai,Monitor,247.0,79012,19515964,2025-08-06
Bengaluru,Shoes,268.0,92864,24887552,2025-06-19
Chennai,Watch,407.0,5440,2214080,2025-02-27
Kolkata,Shoes,202.0,40815,8244630,2025-02-11
Hyderabad,Mouse,56.0,43330,2426480,2025-06-07
Mumbai,Shoes,374.0,23242,8692508,2025-06-20
Mysuru,Shoes,419.0,55482,23246958,2025-08-24
Kochi,Tablet,50.0,31714,1585700,2025-07-15
Kochi,Backpack,24.0,2604,62496,2025-10-09
Kochi,Headphones,357.0,84820,30280740,2025-02-10
Patna,Jeans,45.0,5112,230040,2025-06-06
Ahmedabad,Keyboard,316.0,69864,22077024,2025-02-23
Lucknow,Tablet,243.0,74095,18005085,2025-01-20
Bhopal,Printer,68.0,99821,6787828,2025-08-01
Hyderabad,Backpack,67.0,31303,2097301,2025-09-17
Jaipur,Printer,393.0,46154,18138522,2025-07-06
Mysuru,Headphones,479.0,43870,21013730,2025-09-26
Mysuru,Jeans,398.0,56618,22533964,2025-07-02
Kolkata,Printer,396.0,76989,30487644,2025-09-14
Patna,Jeans,231.0,71136,16432416,2025-08-09
Hyderabad,Printer,86.0,18616,1600976,2025-08-23
Kolkata,Tablet,173.0,97598,16884454,2025-11-09
Jaipur,Speaker,174.0,96561,16801614,2025-10-14
Kolkata,Jeans,444.0,42092,18688848,2025-12-27
Lucknow,Watch,92.0,66302,6099784,2025-03-10
Lucknow,Monitor,61.0,11376,693936,2025-12-14
Kolkata,Laptop,70.0,1320,92400,2025-01-02
Delhi,Jeans,158.0,49324,7793192,2025-11-08
Lucknow,Speaker,450.0,30920,13914000,2025-02-08
Delhi,Speaker,450.0,15669,7051050,2025-06-28
Kolkata,Smartphone,107.0,1230,131610,2025-06-11
Ahmedabad,Laptop,268.0,27250,7303000,2025-11-21
Pune,Tablet,378.0,24374,9213372,2025-11-04
Hyderabad,Watch,146.0,68632,10020272,2025-09-20
Pune,Keyboard,301.0,81759,24609459,2025-12-16
Delhi,Mouse,494.0,90986,44947084,2025-04-14
Ahmedabad,Monitor,327.0,58311,19067697,2025-12-10
Surat,Keyboard,77.0,98397,7576569,2025-01-05
Kolkata,Printer,264.0,97329,25694856,2025-12-06
Mysuru,Backpack,148.0,27913,4131124,2025-02-17
Chennai,Jeans,417.0,23158,9656886,2025-12-18
Patna,Printer,55.0,97106,5340830,2025-03-07
